signatureID	PROBE	ID_geneid	Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
GDS_5917	NA	2695	GIP	-0.159914	0.0306313611222089
GDS_5917	NA	2696	GIPR	-0.198746	0.00962378259749183
GDS_5917	NA	2697	GJA1	0.198066	0.326155919077551
GDS_5917	NA	2700	GJA3	-0.141337	0.0300178072537555
GDS_5917	NA	2701	GJA4	-0.0516062	0.437312071726059
GDS_5917	NA	2702	GJA5	-0.177218	0.0133269871912819
GDS_5917	NA	2703	GJA8	-0.163715	0.0154450382186412
GDS_5917	NA	2705	GJB1	-0.0357416	0.693413364398317
GDS_5917	NA	2707	GJB3	-0.233213	0.00920736899213256
GDS_5917	NA	2709	GJB5	-0.147784	0.0380322344718361
GDS_5917	NA	2710	GK	0.39921	0.134476630128554
GDS_5917	NA	2711	GK7P	0.263062	0.0267299508929186
GDS_5917	NA	2712	GK2	-0.273889	0.00211559907331181
GDS_5917	NA	2717	GLA	0.162386	0.0190271069882927
GDS_5917	NA	2719	GPC3	0.263418	0.181788563909922
GDS_5917	NA	2720	GLB1	0.434231	0.00112083285288115
GDS_5917	NA	2729	GCLC	0.411415	0.00287623259367297
GDS_5917	NA	2730	GCLM	0.206047	0.0584658747216752
GDS_5917	NA	2731	GLDC	0.507788	0.00513806288279911
GDS_5917	NA	2733	GLE1	0.00399518	0.0710191714782901
GDS_5917	NA	2734	GLG1	0.224997	0.0532184787443335
GDS_5917	NA	2735	GLI1	-0.17538	0.0151125425463633
GDS_5917	NA	2736	GLI2	-0.125538	0.0690706673195455
GDS_5917	NA	2737	GLI3	-0.180729	0.0230965172086935
GDS_5917	NA	2739	GLO1	0.295624	0.00442588379047575
GDS_5917	NA	2740	GLP1R	-0.180048	0.108444200724566
GDS_5917	NA	2741	GLRA1	-0.12032	0.0894731534478752
GDS_5917	NA	2742	GLRA2	-0.238296	0.0240149062757848
GDS_5917	NA	2743	GLRB	-0.00308378	0.912816172626403
GDS_5917	NA	2744	GLS	0.50777	0.0970054951937428
GDS_5917	NA	2745	GLRX	0.291471	0.0392093724294862
GDS_5917	NA	2746	GLUD1	0.727471	0.00437949300072306
GDS_5917	NA	2747	GLUD2	0.527225	0.449588079936311
GDS_5917	NA	2752	GLUL	0.476233	0.0160710828365657
GDS_5917	NA	2760	GM2A	-0.0777156	0.266099311731357
GDS_5917	NA	2762	GMDS	0.0156458	0.0491084544447287
GDS_5917	NA	2764	GMFB	0.362425	0.0032953714067341
GDS_5917	NA	2765	GML	-0.236303	0.0373861931526885
GDS_5917	NA	2766	GMPR	-0.121841	0.201747834804404
GDS_5917	NA	2767	GNA11	-0.0956437	0.262054970535945
GDS_5917	NA	2768	GNA12	-0.167285	0.000126540347582508
GDS_5917	NA	2769	GNA15	-0.145399	0.0426770597571187
GDS_5917	NA	2770	GNAI1	0.283248	0.056915143416334
GDS_5917	NA	2771	GNAI2	-0.0977717	0.241895682773345
GDS_5917	NA	2773	GNAI3	0.353364	0.0560192082588957
GDS_5917	NA	2774	GNAL	-0.112696	0.0821765016671217
GDS_5917	NA	2775	GNAO1	-0.138872	0.0561526119258625
GDS_5917	NA	2776	GNAQ	0.286349	0.444507026868046
GDS_5917	NA	2778	GNAS	0.0717293	0.132287853395004
GDS_5917	NA	2779	GNAT1	-0.144073	0.0163417654355253
GDS_5917	NA	2780	GNAT2	-0.132211	0.0920546453336514
GDS_5917	NA	2781	GNAZ	-0.14687	0.0608195362707948
GDS_5917	NA	2782	GNB1	0.591612	0.00149521762947493
GDS_5917	NA	2783	GNB2	-0.0519642	0.605906511076304
GDS_5917	NA	2784	GNB3	-0.18913	0.00444164806708701
GDS_5917	NA	2785	GNG3	-0.248499	0.000639814889062274
GDS_5917	NA	2786	GNG4	-0.146606	0.0564427052092722
GDS_5917	NA	2787	GNG5	0.273328	0.00406476203813349
GDS_5917	NA	2788	GNG7	-0.0947693	0.332201787806251
GDS_5917	NA	2791	GNG11	0.233456	0.114554674849316
GDS_5917	NA	2792	GNGT1	-0.104262	0.0307213970978768
GDS_5917	NA	2794	GNL1	-0.402535	0.00000876047882138761
GDS_5917	NA	2796	GNRH1	-0.0668462	0.10421895437473
GDS_5917	NA	2797	GNRH2	-0.186803	0.00974248231316414
GDS_5917	NA	2798	GNRHR	-0.0590145	0.205301154062565
GDS_5917	NA	2799	GNS	0.629866	0.00744470118676807
GDS_5917	NA	2800	GOLGA1	-0.0000832327	0.612292850562209
GDS_5917	NA	2801	GOLGA2	0.0204201	0.380173621155459
GDS_5917	NA	2802	GOLGA3	-0.204672	0.0048767602668314
GDS_5917	NA	2803	GOLGA4	0.201571	0.0339472458806413
GDS_5917	NA	2804	GOLGB1	0.182563	0.0322294639866678
GDS_5917	NA	2805	GOT1	0.301093	0.0335638139297314
GDS_5917	NA	2806	GOT2	-0.013129	0.840950640865612
GDS_5917	NA	2810	SFN	-0.128847	0.174667807754334
GDS_5917	NA	2811	GP1BA	-0.319195	0.000221627130574192
GDS_5917	NA	2812	GP1BB	-0.30774	0.0115921185141653
GDS_5917	NA	2813	GP2	-0.248777	0.00481807535959276
GDS_5917	NA	2814	GP5	-0.0941082	0.099158409812041
GDS_5917	NA	2815	GP9	-0.131268	0.0257726675694131
GDS_5917	NA	2817	GPC1	-0.253985	0.00309912044576767
GDS_5917	NA	2819	GPD1	-0.058083	0.668148417923369
GDS_5917	NA	2820	GPD2	-0.12124	0.0699049981588318
GDS_5917	NA	2821	GPI	0.131359	0.395684257807268
GDS_5917	NA	2822	GPLD1	-0.145983	0.0281018794466185
GDS_5917	NA	2823	GPM6A	0.0452433	0.469909762725853
GDS_5917	NA	2824	GPM6B	-0.090188	0.126739253459347
GDS_5917	NA	2825	GPR1	-0.0795095	0.0808506171744128
GDS_5917	NA	2826	CCR10	-0.27018	0.000360272875222636
GDS_5917	NA	2827	GPR3	-0.218533	0.00126992758641539
GDS_5917	NA	2828	GPR4	-0.171047	0.0179099998453164
GDS_5917	NA	2829	XCR1	-0.17173	0.00177052836177465
GDS_5917	NA	2830	GPR6	-0.108128	0.0314102582658224
GDS_5917	NA	2832	NPBWR2	-0.104279	0.0492649806819558
GDS_5917	NA	2833	CXCR3	-0.225146	0.0112438071676641
GDS_5917	NA	2835	GPR12	-0.203672	0.00761248575861898
GDS_5917	NA	2838	GPR15	-0.148289	0.00861485357211019
GDS_5917	NA	2840	GPR17	-0.134408	0.0585501564399441
GDS_5917	NA	2841	GPR18	0.0772195	0.18828913162828
GDS_5917	NA	2842	GPR19	-0.0794607	0.184550394148712
GDS_5917	NA	2843	GPR20	-0.217695	0.00708345438088095
GDS_5917	NA	2844	GPR21	-0.0506738	0.382540199916888
GDS_5917	NA	2845	GPR22	-0.074783	0.188078940373779
GDS_5917	NA	2846	LPAR4	-0.0834411	0.0368132947896914
GDS_5917	NA	2847	MCHR1	-0.124579	0.0555522430958267
GDS_5917	NA	2848	GPR25	-0.142684	0.0885506533735775
GDS_5917	NA	2850	GPR27	-0.152012	0.035934206123651
GDS_5917	NA	2852	GPER1	-0.140541	0.144096371291426
GDS_5917	NA	2853	GPR31	-0.0779329	0.173470598074696
GDS_5917	NA	2854	GPR32	-0.231172	0.000822469106249808
GDS_5917	NA	2859	GPR35	-0.20927	0.00488062139801641
GDS_5917	NA	2861	GPR37	-0.0950278	0.040524112219315
GDS_5917	NA	2862	MLNR	0.0210053	0.565954374993753
GDS_5917	NA	2863	GPR39	-0.129158	0.0396739263287634
GDS_5917	NA	2866	GPR42	-0.178443	0.00468116116446353
GDS_5917	NA	2867	FFAR2	-0.0526995	0.331668336113505
GDS_5917	NA	2868	GRK4	-0.0505684	0.156377570926449
GDS_5917	NA	2869	GRK5	-0.100803	0.447835056973769
GDS_5917	NA	2870	GRK6	-0.197587	0.029069114828491
GDS_5917	NA	2872	MKNK2	-0.0022813	0.987938107347294
GDS_5917	NA	2873	GPS1	-0.0396823	0.619979859349265
GDS_5917	NA	2875	GPT	-0.146091	0.132879323360577
GDS_5917	NA	2876	GPX1	0.301731	0.00671728983861227
GDS_5917	NA	2877	GPX2	-0.0791546	0.285069427388662
GDS_5917	NA	2878	GPX3	0.0748624	0.645612168371305
GDS_5917	NA	2879	GPX4	0.0112496	0.912415560537256
GDS_5917	NA	2880	GPX5	-0.124589	0.0754695588231309
GDS_5917	NA	2882	GPX7	0.0934483	0.199382791987504
GDS_5917	NA	2885	GRB2	0.217446	0.00153979064284105
GDS_5917	NA	2886	GRB7	-0.0102321	0.896018378875676
GDS_5917	NA	2887	GRB10	0.0917313	0.409751777224172
GDS_5917	NA	2888	GRB14	0.449017	0.00250132472417775
GDS_5917	NA	2889	RAPGEF1	-0.187851	0.0160671027416787
GDS_5917	NA	2890	GRIA1	-0.176415	0.0025770222928113
GDS_5917	NA	2891	GRIA2	-0.0866545	0.187402703765376
GDS_5917	NA	2892	GRIA3	-0.0983302	0.0785826203880189
GDS_5917	NA	2893	GRIA4	-0.220398	0.00972511418774557
GDS_5917	NA	2895	GRID2	-0.155231	0.00708507930500111
GDS_5917	NA	2896	GRN	0.159764	0.236909061989554
GDS_5917	NA	2897	GRIK1	-0.204952	0.000435679614266435
GDS_5917	NA	2898	GRIK2	-0.106559	0.111227531336814
GDS_5917	NA	2899	GRIK3	-0.164588	0.0581812576736769
GDS_5917	NA	2900	GRIK4	-0.174102	0.0111181962940313
GDS_5917	NA	2901	GRIK5	-0.199416	0.0195678595393974
GDS_5917	NA	2902	GRIN1	-0.237784	0.014174519658771
GDS_5917	NA	2903	GRIN2A	-0.166877	0.0144050833116464
GDS_5917	NA	2904	GRIN2B	-0.118311	0.164839726614839
GDS_5917	NA	2905	GRIN2C	-0.231623	0.0201867266195914
GDS_5917	NA	2906	GRIN2D	-0.14611	0.127424782076991
GDS_5917	NA	2907	GRINA	-0.0652673	0.466851958491523
GDS_5917	NA	2908	NR3C1	0.199304	0.188958498298547
GDS_5917	NA	2909	ARHGAP35	-0.0293681	0.700555304650019
GDS_5917	NA	2911	GRM1	-0.156359	0.0101050043537331
GDS_5917	NA	2912	GRM2	-0.197348	0.00305134681735252
GDS_5917	NA	2913	GRM3	-0.245367	0.00357194428562004
GDS_5917	NA	2914	GRM4	-0.248751	0.000411470487429881
GDS_5917	NA	2915	GRM5	-0.132394	0.0430673520972797
GDS_5917	NA	2916	GRM6	-0.157343	0.0890546839317168
GDS_5917	NA	2917	GRM7	-0.124468	0.0434368041580921
GDS_5917	NA	2918	GRM8	-0.176713	0.0300652992890988
GDS_5917	NA	2919	CXCL1	-0.0348252	0.505371619260552
GDS_5917	NA	2920	CXCL2	-0.245186	0.00240554618387843
GDS_5917	NA	2921	CXCL3	-0.130307	0.00948811240166013
GDS_5917	NA	2922	GRP	-0.180826	0.00158023969942208
GDS_5917	NA	2923	PDIA3	0.609562	0.000251496033958347
GDS_5917	NA	2925	GRPR	-0.162763	0.0417071938915634
GDS_5917	NA	2926	GRSF1	0.16373	0.310219272264301
GDS_5917	NA	2928	GSC2	-0.0777399	0.0844978008841881
GDS_5917	NA	2931	GSK3A	-0.147348	0.0227410389174256
GDS_5917	NA	2932	GSK3B	0.461702	0.000533827732469782
GDS_5917	NA	2934	GSN	-0.248311	0.0904561590395967
GDS_5917	NA	2935	GSPT1	0.171438	0.329962072598763
GDS_5917	NA	2936	GSR	0.327648	0.00943289528990506
GDS_5917	NA	2937	GSS	0.0252242	0.809400705071613
GDS_5917	NA	2938	GSTA1	-0.136713	0.132311665870651
GDS_5917	NA	2939	GSTA2	0.352741	0.28259832961244
GDS_5917	NA	2940	GSTA3	0.0519482	0.614380301103477
GDS_5917	NA	2941	GSTA4	0.219167	0.0336859277027645
GDS_5917	NA	2944	GSTM1	-0.0328906	0.328096981975545
GDS_5917	NA	2946	GSTM2	-0.0563752	0.491323239947643
GDS_5917	NA	2947	GSTM3	0.234437	0.211444516507163
GDS_5917	NA	2948	GSTM4	0.0836118	0.0444633522196101
GDS_5917	NA	2949	GSTM5	-0.145522	0.0381974553790707
GDS_5917	NA	2950	GSTP1	0.0468418	0.644540102427881
GDS_5917	NA	2952	GSTT1	0.2094	0.457532867944672
GDS_5917	NA	2953	GSTT2	-0.209674	0.0336705794954375
GDS_5917	NA	2954	GSTZ1	-0.083229	0.16577782713269
GDS_5917	NA	2956	MSH6	0.118958	0.00736532364051084
GDS_5917	NA	2957	GTF2A1	-0.195981	0.00575169535761499
GDS_5917	NA	2958	GTF2A2	0.440309	0.00120847323461186
GDS_5917	NA	2959	GTF2B	0.247002	0.0152008072810494
GDS_5917	NA	2960	GTF2E1	0.124192	0.0644867284526651
GDS_5917	NA	2961	GTF2E2	0.0615953	0.420847580990829
GDS_5917	NA	2962	GTF2F1	0.104577	0.226998435303745
GDS_5917	NA	2963	GTF2F2	0.0021628	0.949370283617087
GDS_5917	NA	2965	GTF2H1	0.261027	0.0223203901899828
GDS_5917	NA	2966	GTF2H2	0.126927	0.059712209291812
GDS_5917	NA	2967	GTF2H3	-0.0273837	0.796943893633518
GDS_5917	NA	2968	GTF2H4	0.151608	0.0368194032943123
GDS_5917	NA	2969	GTF2I	0.195684	0.267560642565296
GDS_5917	NA	2971	GTF3A	0.219836	0.0777859126021612
GDS_5917	NA	2972	BRF1	-0.1972	0.00751602074904142
GDS_5917	NA	2975	GTF3C1	-0.04336	0.542936326694852
GDS_5917	NA	2976	GTF3C2	0.0604662	0.312377445178197
GDS_5917	NA	2977	GUCY1A2	-0.0663402	0.229377884118326
GDS_5917	NA	2978	GUCA1A	-0.124881	0.0403424684880387
GDS_5917	NA	2979	GUCA1B	-0.143971	0.05444112164717
GDS_5917	NA	2981	GUCA2B	-0.197401	0.00792150277759266
GDS_5917	NA	2982	GUCY1A3	0.334752	0.00424398388448641
GDS_5917	NA	2983	GUCY1B3	0.257199	0.0205765644195213
GDS_5917	NA	2984	GUCY2C	-0.060819	0.126193047031095
GDS_5917	NA	2986	GUCY2F	-0.313832	0.000194886233136658
GDS_5917	NA	2987	GUK1	-0.0164375	0.164064726491706
GDS_5917	NA	2990	GUSB	0.29188	0.00953010048925479
GDS_5917	NA	2992	GYG1	0.18157	0.47115553086542
GDS_5917	NA	2993	GYPA	-0.110451	0.0465907249786014
GDS_5917	NA	2994	GYPB	-0.150478	0.0549516872546683
GDS_5917	NA	2995	GYPC	-0.0185646	0.773132524393984
GDS_5917	NA	2996	GYPE	-0.107701	0.0175168437417924
GDS_5917	NA	2997	GYS1	-0.0858232	0.583069416730975
GDS_5917	NA	2998	GYS2	-0.105152	0.00455134391257594
GDS_5917	NA	2999	GZMH	-0.0435162	0.601948076123077
GDS_5917	NA	3000	GUCY2D	-0.0672304	0.292759247079766
GDS_5917	NA	3001	GZMA	0.127923	0.33292968905307
GDS_5917	NA	3002	GZMB	-0.0643855	0.318742306511459
GDS_5917	NA	3003	GZMK	0.0969236	0.515449858422684
GDS_5917	NA	3004	GZMM	-0.195556	0.0670385571735603
GDS_5917	NA	3005	H1F0	-0.0334929	0.807581871165049
GDS_5917	NA	3006	HIST1H1C	0.028439	0.799022457217793
GDS_5917	NA	3007	HIST1H1D	-0.0559205	0.42882871206193
GDS_5917	NA	3008	HIST1H1E	-0.0879494	0.130216892460385
GDS_5917	NA	3009	HIST1H1B	-0.0860965	0.0706139481816694
GDS_5917	NA	3010	HIST1H1T	-0.107088	0.113968959313003
GDS_5917	NA	3012	HIST1H2AE	-0.0515243	0.377156801020512
GDS_5917	NA	3013	HIST1H2AD	0.0929292	0.174755143926055
GDS_5917	NA	3014	H2AFX	-0.00732943	0.925752978601427
GDS_5917	NA	3015	H2AFZ	0.418669	0.00118502706295726
GDS_5917	NA	3017	HIST1H2BD	0.345097	0.00631083686093223
GDS_5917	NA	3018	HIST1H2BB	-0.0712154	0.168650140091668
GDS_5917	NA	3021	H3F3B	0.518141	0.000948465015127276
GDS_5917	NA	3024	HIST1H1A	-0.176307	0.0406311133575661
GDS_5917	NA	3026	HABP2	0.153543	0.0930222414317167
GDS_5917	NA	3028	HSD17B10	0.0736321	0.327113979386743
GDS_5917	NA	3029	HAGH	-0.0563722	0.537000746380794
GDS_5917	NA	3030	HADHA	0.43143	0.0607821777963725
GDS_5917	NA	3031	HADHAP1	-0.158012	0.00835188564732876
GDS_5917	NA	3032	HADHB	0.306004	0.00647256177398002
GDS_5917	NA	3033	HADH	0.352619	0.00971085802149281
GDS_5917	NA	3034	HAL	-0.0705432	0.167193330086015
GDS_5917	NA	3035	HARS	0.0723053	0.440855369575936
GDS_5917	NA	3036	HAS1	-0.119904	0.060357436928829
GDS_5917	NA	3037	HAS2	0.00544196	0.879217948928246
GDS_5917	NA	3039	HBA1	-0.140989	0.545309053233151
GDS_5917	NA	3040	HBA2	-0.110128	0.648598110753866
GDS_5917	NA	3043	HBB	-0.176353	0.492620100914266
GDS_5917	NA	3044	HBBP1	-0.32016	0.0007569872584082
GDS_5917	NA	3045	HBD	-0.148581	0.108504280716389
GDS_5917	NA	3046	HBE1	-0.202783	0.00825371658511547
GDS_5917	NA	3047	HBG1	-0.160746	0.0829672152558504
GDS_5917	NA	3048	HBG2	-0.240947	0.0488619647046631
GDS_5917	NA	3049	HBQ1	-0.112692	0.132568079939963
GDS_5917	NA	3050	HBZ	-0.168145	0.0714191149888388
GDS_5917	NA	3052	HCCS	0.137313	0.11260597266546
GDS_5917	NA	3053	SERPIND1	-0.101325	0.0390743696014028
GDS_5917	NA	3054	HCFC1	-0.148586	0.0191786067425963
GDS_5917	NA	3055	HCK	0.0483348	0.647849997259876
GDS_5917	NA	3059	HCLS1	0.318765	0.166230785294917
GDS_5917	NA	3060	HCRT	-0.177696	0.0157054085367389
GDS_5917	NA	3061	HCRTR1	-0.0227939	0.567906839820393
GDS_5917	NA	3062	HCRTR2	-0.120695	0.108204559457017
GDS_5917	NA	3064	HTT	-0.184035	0.0185771286651429
GDS_5917	NA	3065	HDAC1	0.321983	0.0080846045043632
GDS_5917	NA	3066	HDAC2	0.281597	0.00040965439012611
GDS_5917	NA	3067	HDC	-0.213478	0.0061470092664332
GDS_5917	NA	3068	HDGF	0.0464523	0.610541690035506
GDS_5917	NA	3069	HDLBP	0.0308907	0.493315462920849
GDS_5917	NA	3070	HELLS	0.00688839	0.896727145322163
GDS_5917	NA	3071	NCKAP1L	-0.0952493	0.2831979522995
GDS_5917	NA	3073	HEXA	0.128536	0.288136010615596
GDS_5917	NA	3074	HEXB	0.40558	0.00151945122699945
GDS_5917	NA	3075	CFH	-0.210017	0.0601250305234557
GDS_5917	NA	3077	HFE	-0.100787	0.225679459539019
GDS_5917	NA	3078	CFHR1	0.335634	0.0836131508245505
GDS_5917	NA	3080	CFHR2	-0.112081	0.126685416223169
GDS_5917	NA	3081	HGD	0.196068	0.359931590571519
GDS_5917	NA	3082	HGF	-0.0754892	0.286923671162066
GDS_5917	NA	3083	HGFAC	-0.132157	0.0847158170378798
GDS_5917	NA	3084	NRG1	-0.149183	0.197010389472585
GDS_5917	NA	3087	HHEX	-0.0590783	0.412527121933092
GDS_5917	NA	3090	HIC1	-0.185004	0.0118918967885531
GDS_5917	NA	3091	HIF1A	0.662892	0.00147552360901371
GDS_5917	NA	3092	HIP1	0.158428	0.155735258381028
GDS_5917	NA	3093	UBE2K	0.357599	0.00106560328018591
GDS_5917	NA	3094	HINT1	0.0665709	0.442935808746746
GDS_5917	NA	3096	HIVEP1	0.0796857	0.0668686087036029
GDS_5917	NA	3097	HIVEP2	-0.0700147	0.530000300889056
GDS_5917	NA	3098	HK1	-0.137326	0.303720659747992
GDS_5917	NA	3099	HK2	-0.177937	0.00485218216419567
GDS_5917	NA	3101	HK3	-0.222266	0.00227232731789208
GDS_5917	NA	3104	ZBTB48	-0.0393537	0.650423481335445
GDS_5917	NA	3106	HLA-B	0.397644	0.0947825087562045
GDS_5917	NA	3107	HLA-C	0.220544	0.172147418258976
GDS_5917	NA	3108	HLA-DMA	0.441803	0.0588949479362484
GDS_5917	NA	3109	HLA-DMB	0.194569	0.223652008834886
GDS_5917	NA	3110	MNX1	-0.198307	0.00189826542759924
GDS_5917	NA	3111	HLA-DOA	-0.164062	0.130105557730265
GDS_5917	NA	3112	HLA-DOB	-0.117068	0.192688692012192
GDS_5917	NA	3113	HLA-DPA1	0.373479	0.129606605044643
GDS_5917	NA	3114	HLA-DPA2	-0.128649	0.0343789549719932
GDS_5917	NA	3115	HLA-DPB1	0.451437	0.0699880236112972
GDS_5917	NA	3117	HLA-DQA1	0.379446	0.31869693376086
GDS_5917	NA	3119	HLA-DQB1	0.103968	0.480227830182069
GDS_5917	NA	3122	HLA-DRA	0.529769	0.0678723234768273
GDS_5917	NA	3123	HLA-DRB1	0.441534	0.0486976809617351
GDS_5917	NA	3126	HLA-DRB4	0.0440879	0.518392138740392
GDS_5917	NA	3127	HLA-DRB5	0.323468	0.0723744963041922
GDS_5917	NA	3128	HLA-DRB6	0.0218301	0.0946350450216892
GDS_5917	NA	3131	HLF	0.384116	0.00290791723041104
GDS_5917	NA	3133	HLA-E	0.187636	0.35218920865676
GDS_5917	NA	3134	HLA-F	0.137552	0.373926067072378
GDS_5917	NA	3135	HLA-G	0.200588	0.135133674521227
GDS_5917	NA	3137	HLA-J	0.100103	0.53398537617728
GDS_5917	NA	3140	MR1	-0.0245075	0.378280243000235
GDS_5917	NA	3141	HLCS	-0.0515506	0.423376815143676
GDS_5917	NA	3142	HLX	-0.214814	0.00129207471605431
GDS_5917	NA	3145	HMBS	-0.212151	0.000034428371644848
GDS_5917	NA	3146	HMGB1	0.372294	0.0057978053464501
GDS_5917	NA	3148	HMGB2	0.330121	0.0142864649496892
GDS_5917	NA	3149	HMGB3	0.0573956	0.469953210746005
GDS_5917	NA	3150	HMGN1	0.363381	0.00120498767629802
GDS_5917	NA	3151	HMGN2	0.188914	0.0950584710697062
GDS_5917	NA	3155	HMGCL	0.0562304	0.498548050033852
GDS_5917	NA	3156	HMGCR	0.210836	0.0248455636413893
GDS_5917	NA	3157	HMGCS1	-0.0834901	0.313045392535926
GDS_5917	NA	3158	HMGCS2	0.526156	0.0101708974450905
GDS_5917	NA	3159	HMGA1	-0.0905545	0.184720825539919
GDS_5917	NA	3161	HMMR	-0.0531301	0.326917323500734
GDS_5917	NA	3162	HMOX1	0.087123	0.428411872220832
GDS_5917	NA	3163	HMOX2	0.0219569	0.27268264041294
GDS_5917	NA	3164	NR4A1	-0.195742	0.00385293080136479
GDS_5917	NA	3166	HMX1	-0.180532	0.0261634095789703
GDS_5917	NA	3169	FOXA1	-0.115518	0.0734495281822
GDS_5917	NA	3170	FOXA2	-0.162111	0.0732651350473489
GDS_5917	NA	3172	HNF4A	-0.162076	0.198266971184251
GDS_5917	NA	3174	HNF4G	0.0625922	0.493417573270854
GDS_5917	NA	3175	ONECUT1	-0.168449	0.0105608337703382
GDS_5917	NA	3176	HNMT	0.209873	0.117706354106854
GDS_5917	NA	3177	SLC29A2	-0.200904	0.0168067166232455
GDS_5917	NA	3178	HNRNPA1	0.201944	0.0812236395355119
GDS_5917	NA	3181	HNRNPA2B1	0.566889	0.00414714109631998
GDS_5917	NA	3182	HNRNPAB	0.215317	0.0411460523578767
GDS_5917	NA	3183	HNRNPC	0.347464	0.0869322067047092
GDS_5917	NA	3184	HNRNPD	0.0287054	0.055834542092437
GDS_5917	NA	3185	HNRNPF	0.303458	0.038925903871904
GDS_5917	NA	3187	HNRNPH1	0.294372	0.205209641349087
GDS_5917	NA	3188	HNRNPH2	0.356855	0.0169689419957168
GDS_5917	NA	3189	HNRNPH3	0.233321	0.258740893312628
GDS_5917	NA	3190	HNRNPK	0.491694	0.00784690837510502
GDS_5917	NA	3191	HNRNPL	-0.0813674	0.398855130229869
GDS_5917	NA	3192	HNRNPU	0.214173	0.00811338955619474
GDS_5917	NA	3195	TLX1	-0.273979	0.000741264373837724
GDS_5917	NA	3196	TLX2	-0.158939	0.161150797812736
GDS_5917	NA	3198	HOXA1	-0.0681108	0.193580955027112
GDS_5917	NA	3199	HOXA2	-0.114011	0.0395327534393175
GDS_5917	NA	3200	HOXA3	-0.253935	0.0000425854193978424
GDS_5917	NA	3201	HOXA4	-0.157513	0.00306684887710121
GDS_5917	NA	3202	HOXA5	0.301968	0.0115175578094837
GDS_5917	NA	3203	HOXA6	-0.0486536	0.491172648197007
GDS_5917	NA	3204	HOXA7	0.153047	0.484563939191292
GDS_5917	NA	3205	HOXA9	0.266892	0.308303322023848
GDS_5917	NA	3206	HOXA10	0.0194466	0.452345110636261
GDS_5917	NA	3207	HOXA11	-0.0835519	0.180616429066918
GDS_5917	NA	3208	HPCA	-0.131533	0.0330191596033284
GDS_5917	NA	3211	HOXB1	-0.122265	0.0806438234090405
GDS_5917	NA	3212	HOXB2	0.278206	0.0248069784527569
GDS_5917	NA	3213	HOXB3	-0.0258259	0.632588039578546
GDS_5917	NA	3215	HOXB5	-0.0481224	0.184087154224737
GDS_5917	NA	3216	HOXB6	0.0442808	0.151291533621728
GDS_5917	NA	3217	HOXB7	0.197925	0.0670183385978194
GDS_5917	NA	3218	HOXB8	-0.136982	0.106537852451375
GDS_5917	NA	3219	HOXB9	-0.060976	0.304853205660906
GDS_5917	NA	3222	HOXC5	-0.191823	0.0018643420586743
GDS_5917	NA	3223	HOXC6	0.308204	0.0162189443310199
GDS_5917	NA	3224	HOXC8	-0.22143	0.0375668199873976
GDS_5917	NA	3226	HOXC10	0.0705781	0.477560516517495
GDS_5917	NA	3227	HOXC11	-0.168702	0.0128130953305034
GDS_5917	NA	3229	HOXC13	-0.17512	0.00147370948143681
GDS_5917	NA	3231	HOXD1	0.00580737	0.923993029784339
GDS_5917	NA	3232	HOXD3	0.0116024	0.47881341703
GDS_5917	NA	3233	HOXD4	0.210313	0.0609416830227761
GDS_5917	NA	3235	HOXD9	-0.158551	0.324761372098449
GDS_5917	NA	3236	HOXD10	0.0998329	0.250365797814425
GDS_5917	NA	3237	HOXD11	-0.0410139	0.312628371597731
GDS_5917	NA	3238	HOXD12	-0.214635	0.000299485661809271
GDS_5917	NA	3239	HOXD13	-0.138513	0.0593765270156984
GDS_5917	NA	3240	HP	-0.286876	0.0000847730146314663
GDS_5917	NA	3241	HPCAL1	0.229373	0.0987512027662981
GDS_5917	NA	3242	HPD	0.403625	0.18053357665933
GDS_5917	NA	3248	HPGD	0.53462	0.00236044108032365
GDS_5917	NA	3249	HPN	0.196354	0.202450236345357
GDS_5917	NA	3250	HPR	-0.143649	0.0430686042202233
GDS_5917	NA	3251	HPRT1	0.411816	0.00386503625180417
GDS_5917	NA	3257	HPS1	-0.12048	0.125600054563915
GDS_5917	NA	3263	HPX	-0.180581	0.0337558877451632
GDS_5917	NA	3265	HRAS	-0.154665	0.115021831518101
GDS_5917	NA	3267	AGFG1	0.0512101	0.273663678250269
GDS_5917	NA	3268	AGFG2	-0.143529	0.0191253677638182
GDS_5917	NA	3269	HRH1	-0.150114	0.0444826513165694
GDS_5917	NA	3270	HRC	-0.240161	0.141559587442627
GDS_5917	NA	3273	HRG	0.0734857	0.357015391879068
GDS_5917	NA	3274	HRH2	-0.0981414	0.109474735956858
GDS_5917	NA	3275	PRMT2	0.111603	0.0514487862022922
GDS_5917	NA	3276	PRMT1	0.0261353	0.807302735288654
GDS_5917	NA	3280	HES1	0.0414037	0.193829494599325
GDS_5917	NA	3281	HSBP1	0.126783	0.346655713735532
GDS_5917	NA	3283	HSD3B1	-0.0309444	0.561999805921638
GDS_5917	NA	3284	HSD3B2	-0.121097	0.0112826239407668
GDS_5917	NA	3290	HSD11B1	-0.0195459	0.773722986846726
GDS_5917	NA	3291	HSD11B2	0.165582	0.456544050213191
GDS_5917	NA	3292	HSD17B1	-0.1298	0.0702686057863899
GDS_5917	NA	3293	HSD17B3	-0.143352	0.0641896751864559
